throughput,payload,rsrp,rsrq,sinr,cqi,ta,velocity,cell,f
10.512500,1.000000,-84.000000,-9.000000,13.000000,6.000000,12.000000,7.370000,13823003.000000,1845.000000
7.532960,0.500000,-81.000000,-7.000000,13.000000,7.000000,12.000000,3.330000,13823003.000000,1845.000000
14.479600,2.000000,-78.000000,-10.000000,12.000000,9.000000,12.000000,9.030000,13823003.000000,1845.000000
18.002800,8.000000,-70.000000,-6.000000,23.000000,15.000000,12.000000,8.090000,13823003.000000,1845.000000
14.911500,4.000000,-68.000000,-7.000000,14.000000,12.000000,12.000000,0.000000,13823003.000000,1845.000000
4.020120,0.100000,-68.000000,-6.000000,22.000000,14.000000,12.000000,0.000000,13823003.000000,1845.000000
16.756400,7.000000,-69.000000,-6.000000,26.000000,13.000000,12.000000,5.950000,13823003.000000,1845.000000
17.785700,5.000000,-63.000000,-6.000000,27.000000,14.000000,12.000000,11.510000,13823003.000000,1845.000000
16.597500,3.000000,-70.000000,-6.000000,22.000000,12.000000,12.000000,11.470000,13823003.000000,1845.000000
13.400300,1.000000,-72.000000,-6.000000,11.000000,10.000000,1.000000,14.770000,13823002.000000,1845.000000
12.319100,10.000000,-79.000000,-11.000000,7.000000,4.000000,1.000000,16.150000,13823002.000000,1845.000000
12.574700,5.000000,-72.000000,-7.000000,22.000000,15.000000,11.000000,16.300000,12896793.000000,1845.000000
4.102580,0.100000,-72.000000,-5.000000,20.000000,15.000000,11.000000,16.220000,12896793.000000,1845.000000
11.770500,9.000000,-73.000000,-7.000000,23.000000,12.000000,11.000000,4.980000,12896793.000000,1845.000000
11.417700,3.000000,-70.000000,-6.000000,22.000000,15.000000,11.000000,0.000000,12896793.000000,1845.000000
9.280740,1.000000,-73.000000,-5.000000,25.000000,15.000000,11.000000,0.000000,12896793.000000,1845.000000
10.846000,5.000000,-65.000000,-7.000000,25.000000,15.000000,11.000000,6.260000,12896793.000000,1845.000000
8.016030,0.500000,-79.000000,-11.000000,20.000000,15.000000,11.000000,3.490000,12896793.000000,1845.000000
11.825600,2.000000,-79.000000,-6.000000,22.000000,14.000000,11.000000,6.140000,12896793.000000,1845.000000
6.400000,0.500000,-79.000000,-11.000000,11.000000,9.000000,11.000000,8.450000,12896793.000000,1845.000000
12.523500,5.000000,-70.000000,-6.000000,19.000000,15.000000,11.000000,11.170000,12896793.000000,1845.000000
16.274900,9.000000,-73.000000,-8.000000,2.000000,6.000000,1.000000,14.430000,12896794.000000,1845.000000
15.259900,8.000000,-76.000000,-7.000000,21.000000,15.000000,1.000000,16.060000,12896794.000000,1845.000000
15.122900,3.000000,-66.000000,-6.000000,25.000000,15.000000,1.000000,14.390000,12896794.000000,1845.000000
14.814800,4.000000,-83.000000,-10.000000,16.000000,10.000000,1.000000,12.370000,12896794.000000,1845.000000
9.085750,2.000000,-86.000000,-7.000000,19.000000,10.000000,1.000000,9.920000,12896794.000000,1845.000000
11.204500,2.000000,-92.000000,-7.000000,13.000000,7.000000,1.000000,3.290000,12896794.000000,1845.000000
14.609200,5.000000,-88.000000,-6.000000,16.000000,9.000000,1.000000,0.000000,12896794.000000,1845.000000
8.968610,0.500000,-88.000000,-6.000000,13.000000,10.000000,1.000000,0.000000,12896794.000000,1845.000000
15.625000,10.000000,-88.000000,-6.000000,16.000000,11.000000,1.000000,0.000000,12896794.000000,1845.000000
14.857600,9.000000,-89.000000,-12.000000,11.000000,9.000000,1.000000,0.000000,12896794.000000,1845.000000
14.077400,7.000000,-86.000000,-11.000000,14.000000,9.000000,1.000000,12.390000,12896794.000000,1845.000000
13.612400,10.000000,-87.000000,-11.000000,11.000000,9.000000,1.000000,16.180000,12896794.000000,1845.000000
8.317450,6.000000,-91.000000,-8.000000,12.000000,7.000000,1.000000,19.100000,12896794.000000,1845.000000
